,step,x,y,point,amount_of_movement,direction_angle,distance,azimuth,collision_flag,boids_flag,estimated_probability
0,0,-23.863347864068068,0.40961576475420447,[-23.86334786   0.40961576],0.0,0.0,6.1503076762202005,3.818774739514644,0,0,0.0
0,1,-24.848068992403732,-1.4104443365015822,[-24.84806899  -1.41044434],2.069370549895279,241.5849410489336,5.341511615020722,344.689286362399,0,0,0.3575099567917376
0,2,-24.121423248280244,-0.04661466802966241,[-24.12142325  -0.04661467],1.545330191919191,61.95139742291532,5.878761566276991,359.54567782688565,0,0,0.33800861477830413
0,3,-22.854122918172575,-1.111486350793875,[-22.85412292  -1.11148635],1.655295087724269,319.960745183608,7.231802069787829,351.15892546664884,0,0,0.2788443583038332
0,4,-23.987309951477535,0.22028789721652098,[-23.98730995   0.2202879 ],1.7486381844493024,130.39396915312008,6.016724056931742,2.0982162722366136,0,0,0.33255466914572346
0,5,-24.433835494341263,-0.7941141174788069,[-24.43383549  -0.79411412],1.1083305047898337,246.24157871380297,5.622526526005396,351.88051262539364,0,0,0.3476735059814147
0,6,-21.925274430117785,-1.9453629061722855,[-21.92527443  -1.94536291],2.7601181834128465,335.3482869136816,8.305758837434466,346.4544357279283,0,0,0.22719193956641948
0,7,-20.28739531094805,-0.17351841430178783,[-20.28739531  -0.17351841],2.412898860786347,47.24994911572691,9.714154543031304,358.97650366529626,0,0,0.16193893524238728
0,8,-22.373072586139195,-0.2676056638256449,[-22.37307259  -0.26760566],2.0877983874818287,182.5829259592777,7.631620703861863,357.9904898876776,0,0,0.259765302039897
0,9,-22.548659620987056,1.365743018645761,[-22.54865962   1.36574302],1.6427594849331235,96.1358044814185,7.575468793209328,10.386357818284488,0,0,0.2624651869843714
0,10,-24.27722954927717,-0.9140782316030749,[-24.27722955  -0.91407823],2.8610380860930626,232.83044479632687,5.795311954084697,350.92500163823337,0,0,0.34122475555408266
0,11,-22.231774289950785,-1.4151000113207826,[-22.23177429  -1.41510001],2.105922610557536,346.23673186638155,7.896064761912083,349.67591097993625,0,0,0.24699985330495103
0,12,-21.9569185214372,-2.631739007894785,[-21.95691852  -2.63173901],1.2472995395933526,282.73021805028407,8.46269518985973,341.8816285931446,0,0,0.21964134609432265
0,13,-20.246187514320336,-2.24426899457539,[-20.24618751  -2.24426899],1.754062025680052,12.7618231781151,10.008676302379497,347.04225837823356,0,0,0.14936393961810734
0,14,-21.934462070120386,-1.8558114303690412,[-21.93446207  -1.85581143],1.7323885981358176,167.04225837823356,8.276287704243678,347.04225837823356,0,1,0.14936393961810734
0,15,-21.519109631560706,0.6909637579753924,[-21.51910963   0.69096376],2.580422738270669,80.73720670691202,8.508991265498036,4.657772549147384,0,0,0.21742132272967354
0,16,-24.32044200261646,0.5105766522152374,[-24.320442     0.51057665],2.807134225691635,183.68437894298435,5.702461535462615,5.136924736082249,0,0,0.34472630342029237
0,17,-23.29782961165879,-1.459023054292706,[-23.29782961  -1.45902305],2.2192474188373716,297.4382528107242,6.859142525659848,347.71866044878516,0,0,0.296176963430407
0,18,-24.361264735148588,-0.8431907851768801,[-24.36126474  -0.84319079],1.2288790199023276,149.92498930604657,5.701430179111741,351.49526751699307,0,0,0.3447647310863561
0,19,-24.19392350323959,0.6568528732872942,[-24.1939235    0.65685287],1.509348887830579,83.63454099322533,5.843113894438429,6.454540895875193,0,0,0.33939031388023594
0,20,-22.827881762152064,0.9119197680298525,[-22.82788176   0.91191977],1.3896507328055663,10.576459285248374,7.2298601425611695,7.246156396849046,0,0,0.27893601239553034
0,21,-21.580646208355223,1.9969340994744518,[-21.58064621   1.9969341 ],1.653134182725372,41.02116147447318,8.65293384156652,13.343066185715315,0,0,0.21054586711818063
0,22,-23.57948139302734,3.5910162187586554,[-23.57948139   3.59101622],2.5566462208340117,141.4274456750151,7.356524768249602,29.21842211516411,0,0,0.272934157465237
0,23,-22.445983299611292,4.4426823133980395,[-22.4459833    4.44268231],1.417798668547871,36.91976659335917,8.763594835883916,30.460715934877502,0,0,0.2052925914947526
0,24,-22.1526059106286,6.555245272430275,[-22.15260591   6.55524527],2.132836737362083,82.09374551881616,10.225108047136747,39.87337069939856,0,0,0.14043897038493972
0,25,-23.907237655031693,5.08953049930158,[-23.90723766   5.0895305 ],2.286274776713144,219.87337069939855,7.9388332704236015,39.87337069939856,0,1,0.14043897038493972
0,26,-24.011807941281802,7.492388748746002,[-24.01180794   7.49238875],2.4051325767386587,92.49188978853387,9.591367644628757,51.36686866964829,0,0,0.16731766601443168
0,27,-22.30115210349712,7.8693248019138675,[-22.3011521   7.8693248],1.7516918060904947,12.426322520070002,11.009020472844238,45.62738363648429,0,0,0.11060093767082643
0,28,-23.932089268054373,6.202273516845183,[-23.93208927   6.20227352],2.3321698098087125,225.6273836364843,8.676850663035525,45.627383636484275,0,1,0.11060093767082643
0,29,-24.967284679695812,7.633393086271491,[-24.96728468   7.63339309],1.766276524861957,125.87996696235926,9.143134774504961,56.603034531771826,0,0,0.18755172023429234
0,30,-25.128275724934387,9.268508908193782,[-25.12827572   9.26850891],1.643022175062655,95.6231326772839,10.47086218004664,62.27263501977075,0,0,0.13065249799254136
0,31,-26.032508225983875,7.54819664956485,[-26.03250823   7.54819665],1.9434790153596184,242.27263501977075,8.527383164687022,62.27263501977077,0,1,0.13065249799254136
0,32,-24.983353313039657,6.54304493471642,[-24.98335331   6.54304493],1.4529473497748389,316.2270865604601,8.244888173863147,52.52209846148904,0,0,0.23012892759935896
0,33,-24.108856054334225,7.96936494180766,[-24.10885605   7.96936494],1.6730613312464282,58.48694094992016,9.910416467750863,53.52730763916421,0,0,0.15350599637894657
0,34,-25.33963098284757,9.038372714667787,[-25.33963098   9.03837271],1.630209969020064,139.0235689754381,10.169130774323115,62.723446511807104,0,0,0.14272047893470383
0,35,-26.42988197324904,6.923927535001475,[-26.42988197   6.92392754],2.3789757543710874,242.7234465118071,7.790155019952028,62.72344651180709,0,1,0.14272047893470383
0,36,-27.64317647900181,5.406577677806581,[-27.64317648   5.40657768],1.9427902992395307,231.3536724528866,5.897940258707841,66.44675519444515,0,0,0.33726048723131846
0,37,-26.317253006945734,7.9254639562057125,[-26.31725301   7.92546396],2.846552500351375,62.238006558465635,8.739313722253375,65.0769916881457,0,0,0.20644257895707802
0,38,-27.564381498781454,9.436835142138955,[-27.5643815    9.43683514],1.9594826707112505,129.5282083361519,9.746081006403898,75.52796286238072,0,0,0.16055307397474372
0,39,-26.426955149531892,9.59458679928726,[-26.42695515   9.5945868 ],1.1483136702574883,7.896081252018842,10.238297971465473,69.57456057313001,0,0,0.13990415699882103
0,40,-27.432405526257092,6.894682007831273,[-27.43240553   6.89468201],2.8810443146511724,249.57456057313001,7.3572536568143,69.57456057313003,0,1,0.13990415699882103
0,41,-26.530001972855384,8.533820548912315,[-26.53000197   8.53382055],1.8711246163869784,61.1656662373643,9.212327581530392,67.87249643134327,0,0,0.18437218628907118
0,42,-25.38115432079559,10.782476956715138,[-25.38115432  10.78247696],2.5251349603528115,62.937327269402466,11.730112733064342,66.81135780046831,0,0,0.08687926351715627
0,43,-26.48956360843985,8.194947856870463,[-26.48956361   8.19494786],2.814938363708705,246.81135780046833,8.915174369355636,66.8113578004683,0,1,0.08687926351715627
0,44,-28.115079446279374,8.454984628918586,[-28.11507945   8.45498463],1.6461837266491073,170.91129583165466,8.662545270824738,77.43222562280629,0,0,0.21008839419564587
0,45,-29.966619375722185,8.004771683440318,[-29.96661938   8.00477168],1.905489912488993,193.66658475226595,8.004841283253848,89.7610727853241,0,0,0.24173643482903567
0,46,-27.18369225719223,7.237315343878533,[-27.18369226   7.23731534],2.8868101046281187,344.5825777400517,7.765972101993326,68.73714342602185,0,0,0.25328793997253307
0,47,-26.099123751932588,8.3454074621288,[-26.09912375   8.34540746],1.5505344192018122,45.6146651346079,9.212093204678922,64.94730156494795,0,0,0.18438292442544743
0,48,-27.122990668521158,6.979310286114213,[-27.12299067   6.97931029],1.7071979841833278,233.14905684697828,7.549036677833536,67.59757756921226,0,0,0.2637342722814711
0,49,-26.514849173595817,4.361820863804372,[-26.51484917   4.36182086],2.6872080220470345,283.0799107373968,5.583167338590603,51.374696621271816,0,0,0.3491011386554791
0,50,-27.412322995271953,5.520124489356387,[-27.412323     5.52012449],1.465307663789729,127.76914796038653,6.096543828989539,64.88415545028582,0,0,0.32932498912058733
0,51,-26.77010405251598,4.36554793616338,[-26.77010405   4.36554794],1.3211707639883827,299.0844591107988,5.430491378734898,53.50372834764883,0,0,0.35448675363294074
0,52,-26.036929506283865,6.790528639633946,[-26.03692951   6.79052864],2.533392256924945,73.17770587249193,7.862391935273406,59.73142182505864,0,0,0.24862845639860426
0,53,-26.738090512877232,8.091807573179143,[-26.73809051   8.09180757],1.478158861575963,118.31687634423628,8.724528829887655,68.04501595721406,0,0,0.2071435723946771
0,54,-25.674052639932132,8.100388495317869,[-25.67405264   8.1003885 ],1.0640724727603303,0.4620511895937529,9.18314294439307,61.89591228144185,0,0,0.18571098336612576
0,55,-25.216683078750908,6.3791871530531115,[-25.21668308   6.37918715],1.780932614140442,284.8811375094783,7.973339921437299,53.136273297339635,0,0,0.2432609039811228
0,56,-26.37032276967702,3.924243410654585,[-26.37032277   3.92424341],2.712495772314084,244.82999042967202,5.345488110770711,47.233125394165576,0,0,0.35737671739815513
