,step,x,y,point,amount_of_movement,direction_angle,distance,azimuth,collision_flag,boids_flag,estimated_probability
0,0,-24.784000093246426,3.5216943338141444,[-24.78400009   3.52169433],0.0,0.0,6.293567033731502,34.026098862478285,0,0,0.0
0,1,-24.690768645792797,0.9376613533545979,[-24.69076865   0.93766135],2.5857143204339,272.06632516593527,5.391395587978276,10.015705192953726,0,0,0.35582580119666013
0,2,-22.987503695256304,2.3512862926825155,[-22.9875037    2.35128629],2.2134694397745682,39.69098072034968,7.39619169939508,18.536275138152824,0,0,0.2710455035656748
0,3,-22.38367235249999,4.031622286848229,[-22.38367235   4.03162229],1.78553671028735,70.23402127921639,8.617564916952144,27.894032302541405,0,0,0.21223115487528618
0,4,-19.675124806813628,3.7885417004326234,[-19.67512481   3.7885417 ],2.7194333929581296,354.87168710694726,10.99800418124999,20.14977448023291,0,0,0.11099168938584557
0,5,-22.024977770442767,2.926302130847401,[-22.02497777   2.92630213],2.503051343068128,200.1497744802329,8.494952838181861,20.149774480232967,0,1,0.11099168938584557
0,6,-23.80287105801397,3.214858360934549,[-23.80287106   3.21485836],1.8011577498689133,170.78114816365385,6.98138391756761,27.41873896978226,0,0,0.2905536927033256
0,7,-24.642233985916363,3.8811937322370724,[-24.64223399   3.88119373],1.0716962964318524,141.5553986638068,6.615838680683349,35.91976868016284,0,0,0.3071483815919088
0,8,-25.613118898320916,4.758587797282427,[-25.6131189   4.7585878],1.3086014895725933,137.8957043513435,6.472162206304343,47.3274377313009,0,0,0.3134683938858911
0,9,-27.543407566531368,5.039243382734463,[-27.54340757   5.03924338],1.9505850148781272,171.72741146092903,5.606141298130864,64.01112208411482,0,0,0.34826974069321126
0,10,-25.10170661962659,5.497632764651395,[-25.10170662   5.49763276],2.4843559204691013,10.63258611740352,7.363235977148804,48.29952789079442,0,0,0.27261490145092904
0,11,-25.709722029969125,2.7227593459773174,[-25.70972203   2.72275935],2.8407050584103173,257.6409755865103,5.081328912424295,32.40062981789756,0,0,0.36583343893566983
0,12,-25.485367566881624,0.34661139440012834,[-25.48536757   0.34661139],2.386716156750055,275.3938422906756,4.527918447243981,4.390277157750766,0,0,0.3807435495303982
0,13,-22.950262183668812,0.5412443849799884,[-22.95026218   0.54124438],2.5425658900049455,4.390277157750766,7.070484337248927,4.390277157750766,0,2,0.3807435495303982
0,14,-21.37956869699406,-1.7827076276665348,[-21.3795687   -1.78270763],2.804965416215736,304.0536491678482,8.802833767349304,348.315920333542,0,0,0.20343756484465345
0,15,-21.726222630617013,-2.906584187487506,[-21.72622263  -2.90658419],1.1761239183909526,252.85789110295534,8.76947111273345,340.6435865790265,0,0,0.20501452030049439
0,16,-23.193007982383023,-3.788549380192929,[-23.19300798  -3.78854938],1.7115261813069793,211.01812479562886,7.790266152966885,330.9011167398224,0,0,0.25211460085944154
0,17,-22.27365604266981,-4.438269778438512,[-22.27365604  -4.43826978],1.1257640005573308,324.75055340766164,8.910366410713612,330.1255029305959,0,0,0.1983767744233236
0,18,-23.54981114751873,-4.12255593994496,[-23.54981115  -4.12255594],1.3146281145055032,166.104341600852,7.655090052419311,327.41583888289176,0,0,0.2586354336056578
0,19,-20.793376112287277,-2.9527800425380524,[-20.79337611  -2.95278004],2.9943796942948917,22.99539661896048,9.668548670271747,342.21773667323293,0,0,0.16392777236765063
0,20,-20.06908349431026,-0.8035031528943919,[-20.06908349  -0.80350315],2.268036804113269,71.37651136659252,9.963368906132711,355.37431676279607,0,0,0.15126701936677825
0,21,-21.211583759897604,-0.19115098754900262,[-21.21158376  -0.19115099],1.2962569310404242,151.80978154369282,8.790494793203424,358.75399412614996,0,0,0.20402043222106583
0,22,-21.165510622420815,-1.5275090288002549,[-21.16551062  -1.52750903],1.3371520289083958,271.97458395783326,8.965572284892124,350.19037920745467,0,0,0.19579255229255424
0,23,-21.634079754315724,-2.9561381534483004,[-21.63407975  -2.95613815],1.5035086322191138,251.84127794497428,8.872844771516224,340.53889365630556,0,0,0.2001387010773313
