,step,x,y,point,amount_of_movement,direction_angle,distance,azimuth,collision_flag,boids_flag,estimated_probability
0,0,-20.503755056298296,1.4801879713256136,[-20.50375506   1.48018797],0.0,0.0,9.610911739332394,8.85945313308811,0,0,0.0
0,1,-21.458384479707288,1.160695444042116,[-21.45838448   1.16069544],1.0066741334852014,198.504209506524,8.62011656593607,7.738359767308418,0,0,0.21210947682118253
0,2,-23.506762609923783,0.30826535211480155,[-23.50676261   0.30826535],2.2186685254837943,202.5945777998732,6.500550694456453,2.718066666989372,0,0,0.3122298584895739
0,3,-23.145855200402202,3.186367377180085,[-23.1458552    3.18636738],2.900642243526847,82.85254809073982,7.55858703702028,24.932860469275635,0,0,0.26327587329226276
0,4,-22.322079743451276,2.1961267250409824,[-22.32207974   2.19612673],1.288092602503245,309.756873985763,7.9858269489365,15.962195604394775,0,0,0.2426566153676874
0,5,-22.37437887509078,3.5238497832522686,[-22.37437888   3.52384978],1.328752692744657,92.255719789324,8.40045325179474,24.801969846619556,0,0,0.22263170059489346
0,6,-23.265669490961756,2.9695126335555013,[-23.26566949   2.96951263],1.049613565781997,211.87949784593863,7.359973687847602,23.79514923997799,0,0,0.272770105113411
0,7,-22.04948340276713,4.773725199234575,[-22.0494834   4.7737252],2.1758427294435627,56.016823971899214,9.273573552880384,30.981850232966103,0,0,0.18157381101760608
0,8,-24.616765506064326,5.357856184506259,[-24.61676551   5.35785618],2.632896960738217,167.18177561272327,7.595119255847853,44.86462572943091,0,0,0.2615209320202972
0,9,-25.71998011192098,5.4391376008577215,[-25.71998011   5.4391376 ],1.1062048342054696,175.78623889627525,6.921184008781752,51.80103664358478,0,0,0.29333141093821613
0,10,-27.53772907639556,7.166852261616837,[-27.53772908   7.16685226],2.5078295888776814,136.45466932441124,7.5780307099582425,71.0391343260501,0,0,0.26234211703044263
0,11,-25.22661571408238,7.9629567783501525,[-25.22661571   7.96295678],2.4443869118913466,19.007188886342984,9.284065822414115,59.059473929704495,0,0,0.18109596435451125
0,12,-22.347174690154013,8.513962648706071,[-22.34717469   8.51396265],2.9316868999687427,10.83307948092223,11.447851117418562,48.04902567296012,0,0,0.09572629022592226
0,13,-24.23367801860966,6.415179751562654,[-24.23367802   6.41517975],2.8220177989544903,228.0490256729601,8.625833318464073,48.04902567296014,0,1,0.09572629022592226
0,14,-25.202287399104744,7.138398456753801,[-25.2022874    7.13839846],1.2088215035816623,143.25289487131573,8.600859185463634,56.094979966188106,0,0,0.2130281408116898
0,15,-25.81930379059962,8.289586423039946,[-25.81930379   8.28958642],1.3061175142748025,118.19052124545448,9.284151219166075,63.23677011173848,0,0,0.18109207704490538
0,16,-28.498819952498124,8.98000848420595,[-28.49881995   8.98000848],2.767036227522149,165.55107847569255,9.104619372133499,80.50967011175975,0,0,0.18932955847171898
0,17,-28.09808999489853,6.988423973004846,[-28.09808999   6.98842397],2.031500274224425,281.37666790371026,7.242605283596084,74.77559172348856,0,0,0.278334256774383
0,18,-27.76197474402649,4.192055446617065,[-27.76197474   4.19205545],2.8164961205797785,276.85390308277454,4.7520612279185865,61.90344490013112,0,0,0.37518617703038615
0,19,-26.42520545271191,6.695964182038429,[-26.42520545   6.69596418],2.83839938936033,61.90344490013112,7.590460617278916,61.90344490013112,0,2,0.37518617703038615
0,20,-27.741141110630764,7.732116872954031,[-27.74114111   7.73211687],1.674902700061699,141.78350894256442,8.055313452566748,73.7148165167761,0,0,0.2392939861767969
0,21,-27.467032072217545,6.523618539746426,[-27.46703207   6.52361854],1.239194894399335,282.7794831859787,6.998108699877263,68.77997759737873,0,0,0.28977920828277026
0,22,-28.9916938927543,4.205267419131391,[-28.99169389   4.20526742],2.774769465281654,236.66911123186378,4.324460113391841,76.51660994793578,0,0,0.38518851120159353
0,23,-28.3405952716445,6.920756096943409,[-28.34059527   6.9207561 ],2.792455581336316,76.51660994793578,7.116915694728156,76.51660994793576,0,2,0.38518851120159353
0,24,-27.990230402003245,7.885230272277118,[-27.9902304    7.88523027],1.026141304482171,70.03541760331255,8.137323287412606,75.70102613869567,0,0,0.23532674074225474
0,25,-28.602123405614904,6.948396510105312,[-28.60212341   6.94839651],1.1189595818499785,236.8494372259945,7.087614057972778,78.62508801780741,0,0,0.28561506339056486
