,step,x,y,point,amount_of_movement,direction_angle,distance,azimuth,collision_flag,boids_flag,estimated_probability
0,0,-21.601740161921242,6.165371337833724,[-21.60174016   6.16537134],0.0,0.0,10.418376650959987,36.28331799789025,0,0,0.0
0,1,-23.309580435113247,4.911603334348742,[-23.30958044   4.91160333],2.1186440487489304,216.28331799789026,8.299732602211057,36.28331799789026,0,1,0.0
0,2,-21.660563365052155,6.221732536967982,[-21.66056337   6.22173254],2.106109167376799,38.46682507611163,10.40462200898602,36.725202075302114,0,0,0.13325281704301709
0,3,-23.227279458813175,5.052865990768092,[-23.22727946   5.05286599],1.9546990359835574,216.72520207530212,8.449922973002463,36.7252020753021,0,1,0.13325281704301709
0,4,-25.220146873994967,4.481828396203497,[-25.22014687   4.4818284 ],2.073066441023894,195.98916201400198,6.5523874793235555,43.15695786408886,0,0,0.30995515003698365
0,5,-23.83107226940926,4.1200077797542205,[-23.83107227   4.12000778],1.43542412394131,345.4002401130334,7.418229805720954,33.737554538380756,0,0,0.2699945175587468
0,6,-23.583380952775478,2.0342956533824257,[-23.58338095   2.03429565],2.1003680778449594,276.77251216193923,6.731371242367722,17.590460298215422,0,0,0.3019779854358607
0,7,-26.027963522517467,2.5135312052363945,[-26.02796352   2.51353121],2.4911143398983366,168.90840680496595,4.700522619682728,32.3259017713685,0,0,0.37652377858443825
0,8,-24.123194551204897,3.718881728903944,[-24.12319455   3.71888173],2.2541106270502307,32.3259017713685,6.954633246732957,32.3259017713685,0,2,0.37652377858443825
0,9,-25.530257414451736,3.9549977326611065,[-25.53025741   3.95499773],1.426736369606749,170.47407929247578,5.96830008012484,41.50362045458889,0,0,0.33448787757031107
0,10,-27.125403617462016,3.407163661196694,[-27.12540362   3.40716366],1.68659822685647,198.95442712723434,4.457809840793988,49.84594497423688,0,0,0.38234087557423707
0,11,-25.67804634789157,5.12266818336386,[-25.67804635   5.12266818],2.244504139304362,49.84594497423688,6.70231398009835,49.845944974236865,0,2,0.38234087557423707
0,12,-26.32506227590055,4.136535876635467,[-26.32506228   4.13653588],1.1794433167688827,236.73052986495614,5.533181393619913,48.38180828303306,0,0,0.35089133418539126
0,13,-25.58346953091095,1.4679021662304699,[-25.58346953   1.46790217],2.7697591374939354,285.5302021332735,4.6540818808886515,18.385024616006966,0,0,0.3776987833114241
0,14,-24.537590196681624,1.8155163287673275,[-24.5375902    1.81551633],1.102133924604528,18.385024616006966,5.75621580549318,18.38502461600701,0,2,0.3776987833114241
0,15,-24.228593118626137,0.6838793975535589,[-24.22859312   0.6838794 ],1.1730649335538696,285.27249834691935,5.811783583442161,6.757718395305145,0,0,0.3405950406094316
0,16,-25.308720593893774,1.8088066157682368,[-25.30872059   1.80880662],1.5595308939255594,133.83609095286002,5.027910484426242,21.08503666711356,0,0,0.36744304502574676
0,17,-23.392420718869722,0.05288876095056416,[-23.39242072   0.05288876],2.5991253767151545,317.5007713452839,6.607790945350572,0.4586003352258213,0,0,0.3075057036932219
0,18,-23.33699360949876,1.6009495976797197,[-23.33699361   1.6009496 ],1.5490527811110226,87.9494452885509,6.852641372067507,13.510595898219451,0,0,0.29647409192552837
0,19,-24.44826106004771,3.840097706154757,[-24.44826106   3.84009771],2.499739906137617,116.39475812369615,6.75041892405187,34.671329681089,0,0,0.301118508635444
0,20,-26.393829730694513,3.6934219913655624,[-26.39382973   3.69342199],1.9510897512701182,184.31135233431715,5.161959900805659,45.68482145158059,0,0,0.36333865510421454
